ID_FICHE,CAT_BISSON,TYPE_CAT_BISSON,LIEN_FTP,CIV_DE,CIV_A,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENT_VOIE,ADRESSE,NOTE,DEMOLI,NOM_INDICATIF,STATUT_INV_PRE_40_2025,ID_IMM_INV,ID_UEV,NUM_UEV,MATRICULE_83,X,Y,LNG,LAT
1_263,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/616_avenue_saint_germain_CAT_1.pdf,616,616,avenue,,Saint-Germain,,616-616 avenue Saint-Germain ,,Non,maison Charles-Forest,Retenu Inventaire pre 1940,i663-OUT-3033820,3036949,351173,9541-73-5559-1-000-0000,295754.70900028024,5041358.7456046855,-73.6157671,45.51209
1_264,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/619_avenue_saint_germain_CAT_1.pdf,619,619,avenue,,Saint-Germain,,619-619 avenue Saint-Germain ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033826,3036955,277309,9541-73-7492-3-000-0000,295774.20248389355,5041390.734348617,-73.6155182,45.5123781
1_265,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/624_avenue_saint_germain_CAT_1.pdf,624,624,avenue,,Saint-Germain,,624-624 avenue Saint-Germain ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033824,3036953,277310,9541-73-4466-0-000-0000,295741.8699285352,5041368.388060412,-73.6159316,45.5121766
1_266,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/625_avenue_saint_germain_CAT_1.pdf,625,625,avenue,,Saint-Germain,,625-625 avenue Saint-Germain ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033830,3036959,277307,9541-74-6400-5-000-0000,295760.32208583434,5041398.855771655,-73.615696,45.512451
1_267,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/632_avenue_saint_germain_CAT_1.pdf,632,632,avenue,,Saint-Germain,,632-632 avenue Saint-Germain ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033828,3036957,277308,9541-73-3272-3-000-0000,295734.1720603913,5041372.611038049,-73.6160302,45.5122145
1_268,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/633_avenue_saint_germain_CAT_1.pdf,633,633,avenue,,Saint-Germain,,633-633 avenue Saint-Germain ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033834,3036963,277306,9541-74-5307-3-000-0000,295754.11202122807,5041405.332539405,-73.6157756,45.5125092
1_269,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/641_avenue_saint_germain_CAT_1.pdf,641,641,avenue,,Saint-Germain,,641-641 avenue Saint-Germain ,,Non,maison Adolphe-Deschamps,Retenu Inventaire pre 1940,i663-OUT-3033835,3036964,277305,9541-74-4314-0-000-0000,295740.79306665616,5041412.641941037,-73.6159462,45.5125748
1_270,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/644_avenue_saint_germain_CAT_1.pdf,644,644,avenue,,Saint-Germain,,644-644 avenue Saint-Germain ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033832,3036961,355038,9541-73-2179-1-000-0000,295720.6914717381,5041381.643244362,-73.6162029,45.5122956
1_274,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1375_avenue_saint_viateur_CAT_1.pdf,1375,1375,avenue,,Saint-Viateur,,1375-1375 avenue Saint-Viateur ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033860,3036995,277298,9641-48-0154-6-000-0000,296400.06044649356,5041853.814696748,-73.607516,45.5165529
1_275,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/63_avenue_springgrove_CAT_1.pdf,63,63,avenue,,Springgrove,,63-63 avenue Springgrove ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035675,3039598,279527,9641-76-2668-4-000-0000,296725.17259317194,5041671.911061693,-73.6033517,45.5149199
1_276,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/65_avenue_springgrove_CAT_1.pdf,65,65,avenue,,Springgrove,,65-65 avenue Springgrove ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035677,3039600,279526,9641-76-1467-2-000-0000,296716.77288779174,5041671.321770092,-73.6034592,45.5149145
1_277,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/189_avenue_springgrove_CAT_1.pdf,189,189,avenue,,Springgrove,,189-189 avenue Springgrove ,,Non,maison Henry-Nathanson,Retenu Inventaire pre 1940,i663-OUT-3035715,3039640,279515,9641-45-3931-0-000-0000,296449.0697341439,5041542.6271386,-73.6068834,45.5137533
1_278,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/323_avenue_stuart_CAT_1.pdf,323,323,avenue,,Stuart,,323-323 avenue Stuart ,,Non,maison Olivier-Gratton,Retenu Inventaire pre 1940,i663-OUT-3033870,3037005,277295,9641-47-6285-4-000-0000,296460.9108869046,5041786.85492227,-73.606736,45.5159511
1_279,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/620_avenue_stuart_CAT_1.pdf,620,620,avenue,,Stuart,,620-620 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033898,3037037,277283,9641-09-7180-6-000-0000,296068.89725133,5041979.922598313,-73.611757,45.5176836
1_280,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/624_avenue_stuart_CAT_1.pdf,624,624,avenue,,Stuart,,624-624 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033900,3037044,361902,9641-09-6585-7-000-0000,296064.30798933,5041983.18512466,-73.6118158,45.5177129
1_281,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/628_avenue_stuart_CAT_1.pdf,628,628,avenue,,Stuart,,628-628 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033902,3037049,277282,9641-09-6088-2-000-0000,296058.82734047645,5041985.904354385,-73.611886,45.5177373
1_282,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/632_avenue_stuart_CAT_1.pdf,632,632,avenue,,Stuart,,632-632 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033903,3037051,277281,9641-09-5591-6-000-0000,296053.6603764691,5041989.4677471705,-73.6119522,45.5177693
1_283,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/636_avenue_stuart_CAT_1.pdf,636,636,avenue,,Stuart,,636-636 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033904,3037053,277280,9641-09-5095-8-000-0000,296048.9309372734,5041993.041647062,-73.6120128,45.5178014
1_284,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/640_avenue_stuart_CAT_1.pdf,640,640,avenue,,Stuart,,640-640 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033906,3037058,277277,9641-09-4498-5-000-0000,296043.302454482,5041996.183394423,-73.6120849,45.5178296
1_286,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/650_avenue_stuart_CAT_1.pdf,650,650,avenue,,Stuart,,650-650 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033909,3037065,355035,9642-00-3106-2-000-0000,296029.1510270117,5042005.315903673,-73.6122662,45.5179116
1_287,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/654_avenue_stuart_CAT_1.pdf,654,654,avenue,,Stuart,,654-654 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033911,3037069,277274,9642-00-2509-8-000-0000,296023.187030001,5042008.747078849,-73.6123426,45.5179424
1_288,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/658_avenue_stuart_CAT_1.pdf,658,658,avenue,,Stuart,,658-658 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033913,3037074,277273,9642-00-1913-3-000-0000,296018.41034302645,5042012.032127439,-73.6124038,45.5179719
1_289,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/662_avenue_stuart_CAT_1.pdf,662,662,avenue,,Stuart,,662-662 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033914,3037076,277272,9642-00-1516-4-000-0000,296013.2893648199,5042014.928703371,-73.6124694,45.5179979
1_290,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/666_avenue_stuart_CAT_1.pdf,668,668,avenue,,Stuart,,668-668 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033916,3037081,355034,9642-00-0919-1-000-0000,296007.74737124215,5042018.437094017,-73.6125404,45.5180294
1_291,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/670_avenue_Stuart_CAT_1.pdf,670,670,avenue,,Stuart,,670-670 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033918,3037085,342273,9642-00-0422-6-000-0000,296003.0723560462,5042021.788690497,-73.6126003,45.5180595
1_292,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/674_avenue_stuart_CAT_1.pdf,674,674,avenue,,Stuart,,674-674 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033919,3037087,277270,9542-90-9926-0-000-0000,295997.7801566363,5042025.141156369,-73.6126681,45.5180896
1_293,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/678_avenue_stuart_CAT_1.pdf,678,678,avenue,,Stuart,,678-678 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033921,3037092,277269,9542-90-9429-5-000-0000,295992.628166971,5042028.193376194,-73.6127341,45.518117
1_294,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/682_avenue_stuart_CAT_1.pdf,682,682,avenue,,Stuart,,682-682 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033925,3037096,277267,9542-90-8733-1-000-0000,295987.56383703515,5042032.467918205,-73.612799,45.5181554
1_295,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/709_11_avenue_stuart_CAT_1.pdf,709,711,avenue,,Stuart,,709-711 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033954,3037137,85690,9542-91-7402-2-000-0000,295974.01287113136,5042101.788265829,-73.6129737,45.518779
1_296,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/715_17_avenue_stuart_CAT_1.pdf,715,717,avenue,,Stuart,,715-717 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033957,3121760,60277,9542-91-6708-3-001-0002,295964.97160606884,5042105.723916695,-73.6130895,45.5188143
1_297,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/721_23_avenue_stuart_CAT_1.pdf,721,723,avenue,,Stuart,,721-723 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033958,3037143,60276,9542-91-5415-6-000-0000,295950.2538451409,5042111.879092691,-73.613278,45.5188695
1_298,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/740_42_avenue_Stuart_CAT_1.pdf,740,742,avenue,,Stuart,,740-742 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033928,3037103,60293,9542-81-8002-0-000-0000,295879.3219611662,5042104.38930178,-73.6141858,45.5188012
1_299,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/744_46_avenue_stuart_CAT_1.pdf,744,746,avenue,,Stuart,,744-746 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033933,3037110,85691,9542-81-6909-8-000-0000,295871.61128975137,5042110.023500208,-73.6142846,45.5188518
1_300,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/750_52_avenue_stuart_CAT_1.pdf,750,752,avenue,,Stuart,,750-752 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033937,3037114,81152,9542-81-5915-6-000-0000,295858.5290525108,5042118.02133937,-73.6144522,45.5189236
1_301,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/754_56_avenue_stuart_CAT_1.pdf,754,756,avenue,,Stuart,,754-756 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033941,3037118,60287,9542-81-4923-1-000-0000,295850.80163448077,5042122.844330958,-73.6145512,45.5189669
1_302,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/762_avenue_stuart_CAT_1.pdf,762,764,avenue,,Stuart,,762-764 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033943,3118961,60284,9542-81-3630-3-001-0003,295835.7384060454,5042127.688922849,-73.6147441,45.5190103
1_303,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/770_72_avenue_stuart_CAT_1.pdf,770,772,avenue,,Stuart,,770-772 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033945,3037127,60283,9542-81-2438-2-000-0000,295823.2332020621,5042140.33128871,-73.6149044,45.5191239
1_304,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/774_76_avenue_stuart_CAT_1.pdf,774,776,avenue,,Stuart,,774-776 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033949,3037133,60281,9542-81-1344-3-001-0003,295816.1001358932,5042145.54243157,-73.6149958,45.5191707
1_305,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/780_82_avenue_stuart_CAT_1.pdf,780,782,avenue,,Stuart,,780-782 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033952,3109941,60279,9542-81-0351-9-001-0003,295802.8065676999,5042153.162844894,-73.6151661,45.5192391
1_306,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/784_86_avenue_stuart_CAT_1.pdf,784,786,avenue,,Stuart,,784-786 avenue Stuart ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3033956,3037139,85689,9542-71-9458-4-000-0000,295794.6802791134,5042157.619745742,-73.6152702,45.5192791
1_307,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1307_avenue_van_horne_CAT_1.pdf,1307,1307,avenue,,Van Horne,,1307-1307 avenue Van Horne ,,Non,,Post 1940,i663-OUT-3034036,3037257,460710,9542-83-5578-8-000-0000,295854.7183832917,5042376.784306969,-73.6145057,45.521252
1_308,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/440_avenue_villeneuve_CAT_1.pdf,440,440,avenue,,Villeneuve,,440-440 avenue Villeneuve ,,Non,maison Hanson,Retenu Inventaire pre 1940,i663-OUT-3035774,3039700,279495,9741-59-2101-0-000-0000,297522.3316689122,5041902.310347003,-73.5931521,45.5170019
1_309,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/460_avenue_villeneuve_CAT_1.pdf,460,460,avenue,,Villeneuve,,460-460 avenue Villeneuve ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035776,3039702,367730,9741-58-0354-9-000-0000,297495.320790379,5041859.956406839,-73.5934972,45.5166205
1_310,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/464_avenue_villeneuve_CAT_1.pdf,464,464,avenue,,Villeneuve,,464-464 avenue Villeneuve ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035779-001,3039705,279494,9741-48-9549-6-000-0000,297492.8810930142,5041851.424394055,-73.5935283,45.5165437
1_313,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/258_avenue_willowdale_CAT_1.pdf,258,258,avenue,,Willowdale,,258-258 avenue Willowdale ,,Non,appartements Willowcourt,Retenu Inventaire pre 1940,i663-OUT-3035865,3039794,125108,9540-67-8570-9-000-0000,295687.2857166385,5040772.533458963,-73.6166191283993,45.50681415
1_314,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/316_avenue_willowdale_CAT_1.pdf,316,316,avenue,,Willowdale,,316-316 avenue Willowdale ,,Non,appartements Anita,Retenu Inventaire pre 1940,i663-OUT-3035875,3039804,125106,9540-67-6030-6-000-0000,295662.05734433513,5040733.057584513,-73.61694125,45.5064586
1_160,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/5520_22_rue_hutchison_CAT_1.pdf,5520,5522,rue,,Hutchison,,5520-5522 rue Hutchison ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3030507,3033440,60582,9642-73-8061-1-000-0000,296782.7881948304,5042364.905446885,-73.6026256,45.5211564
1_105,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/760_80_boul_dollard_CAT_1.pdf,740,780,boulevard,,Dollard,,740-780 boulevard Dollard ,,Non,,Post 1940,i663-OUT-3031940,3034907,469082,9542-80-0918-7-000-0000,295820.20948889834,5042027.656843122,-73.6149410397408,45.5181099727412
1_103,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/649_boul_dollard_CAT_1.pdf,649,649,boulevard,,Dollard,,649-649 boulevard Dollard ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031923,3034888,277631,9641-09-1278-4-000-0000,296013.58988074266,5041972.898539436,-73.6124648,45.5176197
1_104,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/675_77_boul_dollard_CAT_1.pdf,675,677,boulevard,,Dollard,,675-677 boulevard Dollard ,,Non,maison J.-S.-Cardinal,Retenu Inventaire pre 1940,i663-OUT-3031933,3034898,60487,9541-99-8295-4-000-0000,295979.04973093694,5041994.673116183,-73.6129073,45.5178152
1_101,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/625_boul_dollard_CAT_1.pdf,625,625,boulevard,,Dollard,,625-625 boulevard Dollard ,,Non,maison Fred-Trudeau,Retenu Inventaire pre 1940,i663-OUT-3031911,3034876,277633,9641-09-4952-1-000-0000,296046.0269713721,5041949.904647371,-73.6120492,45.5174132
1_102,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/645_boul_dollard_CAT_1.pdf,645,645,boulevard,,Dollard,,645-645 boulevard Dollard ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031919,3034884,342316,9641-09-2270-0-000-0000,296020.1394466604,5041969.177595356,-73.6123809,45.5175863
1_330,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/760_62_avenue_wiseman_CAT_1.pdf,760,762,avenue,,Wiseman,,760-762 avenue Wiseman ,,Non,maison J.-A.-Dionne,Retenu Inventaire pre 1940,i663-OUT-3034398,5292288,1083425,9542-81-9798-2-001-0001,295896.93204210454,5042198.570061029,-73.6139621,45.5196489
1_331,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/768_70_avenue_wiseman_CAT_1.pdf,770,770,avenue,,Wiseman,,770-770 avenue Wiseman ,,Non,maison l.-Sheiner,Retenu Inventaire pre 1940,i663-OUT-3034400,3037768,342263,9542-82-7810-5-000-0000,295877.57479899895,5042210.744184379,-73.6142101,45.5197582
1_206,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1254_boul_mont_royal_CAT_1.pdf,1254,1254,boulevard,du,Mont-Royal,,1254-1254 boulevard du Mont-Royal ,,Non,,Post 1940,i663-OUT-3034906,3038568,279686,9641-93-4753-7-000-0000,296943.1797273715,5041358.561558031,-73.6005563559049,45.5121027463592
1_207,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1360_1430_boul_mont_royal_CAT_1.pdf,1420,1420,boulevard,du,Mont-Royal,,1420-1420 boulevard du Mont-Royal ,,Non,maison mère de la congrégation des Soeurs des Saints-Noms-de-Jésus-et-de-Marie,Retenu Inventaire pre 1940,i663-OUT-3034962,5295272,1087017,9641-42-3945-7-001-0020,296433.54360621225,5041258.068908034,-73.6070772625264,45.511192545225
1_205,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1075_79_boul_mont_royal_CAT_1.pdf,1075,1079,boulevard,du,Mont-Royal,,1075-1079 boulevard du Mont-Royal ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034930-001,3106894,397868,9741-56-1874-9-001-0001,297519.8350996072,5041673.878077692,-73.5931806628244,45.5149463494897
1_174,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/30_avenue_Maplewood_1139_boul_mont_royal_CAT_1.pdf?csf=1&web=1&e=UfFxrw,30,30,avenue,,Maplewood,,30-30 avenue Maplewood ,"Indiqué comme 1139 boulevard du Mont-Royal, adresse secondaire.",Non,,Analyse en cours,i663-OUT-3034949,3038619,279672,9741-26-9285-3-000-0000,297290.5930343034,5041684.601157864,-73.5961149498772,45.5150404089511
1_203,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1025_boul_mont_royal_CAT_1.pdf,1025,1025,boulevard,du,Mont-Royal,,1025-1025 boulevard du Mont-Royal ,,Non,couvent des Soeurs de Marie-Réparatrice,Retenu Inventaire pre 1940,i663-OUT-3034907-001,5098859,128530,9741-67-4818-0-001-0037,297660.1770340236,5041709.887340163,-73.5913849178594,45.5152718263464
1_204,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1069_73_boul_mont_royal_CAT_1.pdf,1069,1073,boulevard,du,Mont-Royal,,1069-1073 boulevard du Mont-Royal ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034926,5007577,397869,9741-56-3373-0-001-0003,297532.079697912,5041673.370904982,-73.593023933818,45.5149419134795
1_320,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/656_avenue_wiseman_CAT_1.pdf,656,656,avenue,,Wiseman,,656-656 avenue Wiseman ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034376,3037720,361897,9642-00-7485-6-000-0000,296076.63297954923,5042087.5866645705,-73.6116599,45.5186525
1_321,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/660_avenue_wiseman_CAT_1.pdf,660,660,avenue,,Wiseman,,660-660 avenue Wiseman ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034377,3037722,277156,9642-00-6789-2-000-0000,296069.25674659305,5042092.286653879,-73.6117544,45.5186947
1_318,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/650_avenue_wiseman_CAT_1.pdf,650,650,avenue,,Wiseman,,650-650 avenue Wiseman ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034374,3037716,277158,9642-00-8776-7-000-0000,296088.87175047427,5042079.546000222,-73.6115031,45.5185803
1_319,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/652_avenue_wiseman_CAT_1.pdf,652,652,avenue,,Wiseman,,652-652 avenue Wiseman ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034375,3037718,277157,9642-00-8081-2-000-0000,296082.55047276284,5042084.455657992,-73.6115841,45.5186244
1_316,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/560_avenue_wiseman_CAT_1.pdf,560,560,avenue,,Wiseman,,560-560 avenue Wiseman ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034359,3037686,277164,9641-29-2582-6-000-0000,296230.4075014364,5041991.7465121215,-73.6096899,45.517792
1_317,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/648_avenue_wiseman_CAT_1.pdf,648,648,avenue,,Wiseman,,648-648 avenue Wiseman ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034373,3037714,277159,9642-00-9373-2-000-0000,296094.8688005657,5042077.437300147,-73.6114263,45.5185614
1_158,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/5236_46_rue_hutchison_CAT_1.pdf,5236,5246,rue,,Hutchison,,5236-5246 rue Hutchison ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3030420,5033924,434151,9742-01-4992-0-000-0000,297054.09371775144,5042191.940539287,-73.5991499819379,45.5196030616434
1_159,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/5512_14_rue_hutchison_CAT_1.pdf,5512,5512,rue,,Hutchison,,5512-5512 rue Hutchison ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3030505,3033438,277842,9642-73-8757-4-000-0000,296789.7884658234,5042359.273274495,-73.6025359,45.5211058
1_315,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/408_avenue_wiseman_CAT_1.pdf,408,408,avenue,,Wiseman,,408-408 avenue Wiseman ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034316,3037609,277183,9641-48-1069-5-000-0000,296409.76739291457,5041868.126488651,-73.607392,45.5166818
1_006,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/20_Chemin_Bates_CAT_1.PDF,20,20,chemin,,Bates,,20-20 chemin Bates ,,Non,édifice Kraft Phoenix Cheese Company,Retenu Inventaire pre 1940,i663-OUT-3073317,3118097,8808,9542-10-6686-1-001-0011,295167.67381639895,5042085.804705748,-73.6232946,45.5186245
1_328,1,Bâtiment remarquable,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/748_50_avenue_wiseman_CAT_1.pdf,748,750,avenue,,Wiseman,,748-750 avenue Wiseman ,,Non,maison de Madame P.-Paquette,Retenu Inventaire pre 1940,i663-OUT-3034395-001,3037758,60233,9542-91-2379-7-000-0000,295925.1763543283,5042183.960763014,-73.6136003,45.5195178
