ID_FICHE,CAT_BISSON,TYPE_CAT_BISSON,LIEN_FTP,CIV_DE,CIV_A,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENT_VOIE,ADRESSE,NOTE,DEMOLI,NOM_INDICATIF,STATUT_INV_PRE_40_2025,ID_IMM_INV,ID_UEV,NUM_UEV,MATRICULE_83,X,Y,LNG,LAT
2_031,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/764_avenue_Bloomfield_CAT_2.pdf?csf=1&web=1&e=KkjyPT,764,768,avenue,,Bloomfield,,764-768 avenue Bloomfield ,764-768,Non,,Retenu Inventaire pre 1940,i663-OUT-3028071,3030555,395968,9642-04-3855-6-000-0000,296040.4009197373,5042460.35330184,-73.612130335405,45.522006343688
2_032,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/770_avenue_Bloomfield_CAT_2.pdf?csf=1&web=1&e=DvOGoe,770,772,avenue,,Bloomfield,,770-772 avenue Bloomfield ,770-772,Non,,Retenu Inventaire pre 1940,i663-OUT-3028074,5283080,1076337,9642-04-2961-3-001-0001,296033.5931700453,5042463.000760053,-73.6122175275961,45.5220300809565
2_033,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/774_avenue_Bloomfield_CAT_2.pdf?csf=1&web=1&e=iZnTMt,774,778,avenue,,Bloomfield,,774-778 avenue Bloomfield ,774-778,Non,,Retenu Inventaire pre 1940,i663-OUT-3028076,3117636,404874,9642-04-2365-7-001-0003,296025.8398995627,5042468.862988955,-73.6123168808789,45.5220827339958
2_034,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/790_avenue_Bloomfield_CAT_2.pdf?csf=1&web=1&e=dF3BoJ,790,794,avenue,,Bloomfield,,790-794 avenue Bloomfield ,790-794,Non,,Retenu Inventaire pre 1940,i663-OUT-3028085,3030569,395960,9542-94-9980-9-000-0000,296001.06725485,5042485.504154869,-73.6126342904599,45.5222321653405
2_035,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/854_avenue_Bloomfield_CAT_2.pdf?csf=1&web=1&e=76EMtH,854,856,avenue,,Bloomfield,,854-856 avenue Bloomfield ,854-856,Non,,Retenu Inventaire pre 1940,i663-OUT-3028104,5095947,384798,9542-85-8850-3-001-0001,295890.99825345183,5042555.391558254,-73.6140445409272,45.5228596409054
2_037,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/862_avenue_Bloomfield_CAT_2.pdf?csf=1&web=1&e=k3Q9AG,862,864,avenue,,Bloomfield,,862-864 avenue Bloomfield ,862-864,Non,,Retenu Inventaire pre 1940,i663-OUT-3028106,3030602,395945,9542-85-7758-9-000-0000,295879.8411081232,5042562.955724579,-73.6141875014659,45.5229275634785
2_025,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/475_avenue_Bloomfield_CAT_2.pdf?csf=1&web=1&e=05Qa3D,475,475,avenue,,Bloomfield,,475-475 avenue Bloomfield ,455-475,Non,,Post 1940,i663-OUT-3027918,3030377,469085,9642-52-5313-3-000-0000,296541.7056615151,5042195.715449523,-73.6057087593078,45.5196311487149
2_036,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/858_avenue_Bloomfield_CAT_2.pdf?csf=1&web=1&e=8HfRF3,858,860,avenue,,Bloomfield,,858-860 avenue Bloomfield ,858-860,Non,,Retenu Inventaire pre 1940,i663-OUT-3028105,3030600,395946,9542-85-8254-8-000-0000,295885.0471505378,5042558.619025815,-73.6141207798337,45.522888606808
2_053,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/465_avenue_Champagneur_CAT_2.pdf?csf=1&web=1&e=9Y8fF5,465,465,avenue,,Champagneur,,465-465 avenue Champagneur ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3028116-001,3030621,351213,9642-41-7837-2-000-0000,296472.43644649815,5042131.963499974,-73.6065943422535,45.519056659934
2_054,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/475_avenue_Champagneur_CAT_2.pdf?csf=1&web=1&e=zXp0W8,475,475,avenue,,Champagneur,,475-475 avenue Champagneur ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3028117-001,3030624,278001,9642-41-6844-9-000-0000,296467.2360821501,5042135.5092029385,-73.6066609680373,45.5190885034154
2_057,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/824_avenue_Champagneur_CAT_2.pdf?csf=1&web=1&e=eA7zY2,824,824,avenue,,Champagneur,,824-824 avenue Champagneur ,,Non,appartements Orlando,Retenu Inventaire pre 1940,i663-OUT-3031614,3034575,435915,9542-84-7364-9-000-0000,295876.1577490004,5042468.527644826,-73.6142329326868,45.5220778164455
2_055,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/622_avenue_Champagneur_CAT_2.pdf?csf=1&web=1&e=it4jp3,622,626,avenue,,Champagneur,,622-626 avenue Champagneur ,622-626,Non,,Retenu Inventaire pre 1940,i663-OUT-3031537,3034494,395549,9642-22-3631-3-000-0000,296239.8137397118,5042237.450067075,-73.6095737925987,45.5200030516379
2_056,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/628_avenue_Champagneur_CAT_2.pdf?csf=1&web=1&e=AHRvra,628,632,avenue,,Champagneur,,628-632 avenue Champagneur ,628-632,Non,,Retenu Inventaire pre 1940,i663-OUT-3031539,3034496,395548,9642-22-2936-7-000-0000,296232.06046922924,5042239.90842113,-73.609673080342,45.5200250776183
2_058,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/26_avenue_Claude_Champagne_CAT_2.pdf?csf=1&web=1&e=dmAJbL,26,26,avenue,,Claude-Champagne,,26-26 avenue Claude-Champagne ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034739,3038227,277040,9641-04-9107-8-000-0000,296087.1488197995,5041399.5417507505,-73.6115130675436,45.512461332692
2_087,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/12_avenue-de-Coucelette_CAT_2.pdf?csf=1&web=1&e=kVMqtQ,12,12,avenue,,Courcelette,,12-12 avenue Courcelette ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034504,3037926,277125,9641-15-9759-2-000-0000,296195.25221968506,5041552.758593646,-73.6101321774783,45.5138413810372
2_088,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/14_avenue-de-Coucelette_CAT_2.pdf?csf=1&web=1&e=FslE9z,14,14,avenue,,Courcelette,,14-14 avenue Courcelette ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034506,3037929,351155,9641-25-0554-5-000-0000,296200.5471361122,5041549.023786522,-73.6100643424515,45.5138078390789
2_089,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/39_avenue-de-Coucelette_CAT_2.pdf?csf=1&web=1&e=fg9iTj,39,39,avenue,,Courcelette,,39-39 avenue Courcelette ,,Non,,Post 1940,i663-OUT-3034534,3037957,277116,9641-24-4265-7-000-0000,296246.2560093424,5041469.719777968,-73.6094779323323,45.5130947922847
2_090,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/41_avenue-de-Coucelette_CAT_2.pdf?csf=1&web=1&e=CfRd6H,41,41,avenue,,Courcelette,,41-41 avenue Courcelette ,,Non,,Post 1940,i663-OUT-3034537,3037960,258524,9641-24-4960-3-000-0000,296252.30734240194,5041465.55948649,-73.6094004099473,45.5130574305269
2_091,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/517_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=FstRnN,517,517,avenue,,Davaar,,517-517 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031638,3034599,277684,9641-16-5051-6-000-0000,296147.5338220404,5041651.3841553,-73.6107446648228,45.5147282624003
2_092,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/580_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=sUFNMm,580,580,avenue,,Davaar,,580-580 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031668,3034629,283495,9641-07-1008-9-000-0000,296011.87635959394,5041710.546117627,-73.6124820293519,45.5152589285516
2_093,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/582_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=JEwe4r,582,582,avenue,,Davaar,,582-582 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031672,3034633,277672,9641-07-0511-3-000-0000,296006.5341671273,5041713.713612275,-73.6125504624814,45.5152873635656
2_094,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/590_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=6QPeXj,590,590,avenue,,Davaar,,590-590 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031675,3034636,277671,9641-07-0018-9-000-0000,295998.9616545919,5041718.24855296,-73.612647466789,45.5153280752088
2_095,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/592_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=DAzRT4,592,592,avenue,,Davaar,,592-592 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031678,3034640,277669,9541-97-9222-1-000-0000,295994.05218057515,5041720.57177145,-73.6127103464177,45.515348918459
2_096,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/628_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=GcqlyO,628,628,avenue,,Davaar,,628-628 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031682,3034643,277667,9541-97-3652-5-000-0000,295938.1409741567,5041755.222717634,-73.6134265981181,45.5156600129519
2_097,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/629_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=C0Mtpt,629,629,avenue,,Davaar,,629-629 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031690,3034651,277666,9541-97-6395-8-000-0000,295961.42909674346,5041791.1114950385,-73.6131291714767,45.5159832498395
2_098,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/630_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=L6W83u,630,630,avenue,,Davaar,,630-630 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031684,3034645,359234,9541-97-3056-9-000-0000,295932.470021479,5041759.006283096,-73.6134992512847,45.5156939868632
2_099,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/631_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=r6Qodk,631,631,avenue,,Davaar,,631-631 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031693,3034654,277665,9541-98-5700-8-000-0000,295955.8756931001,5041796.079661978,-73.613200341688,45.5160278849375
2_101,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/743_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=s1tb6G,743,743,avenue,,Davaar,,743-743 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031753,3034714,277649,9541-79-6423-6-000-0000,295761.7088803058,5041920.764678913,-73.6156878731532,45.5171473595818
2_102,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/745_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=N5aY7Q,745,745,avenue,,Davaar,,745-745 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031755,3034716,277648,9541-79-5827-9-000-0000,295757.21765655064,5041923.837621483,-73.6157454162696,45.5171749528826
2_103,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/749_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=MtHj3h,749,749,avenue,,Davaar,,749-749 avenue Davaar ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3031758,3034719,277647,9541-79-5231-4-000-0000,295749.9371464633,5041928.328845237,-73.615838687759,45.5172152722019
2_100,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/720_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=GLcOCf,720,722,avenue,,Davaar,,720-722 avenue Davaar ,720-722,Non,,Retenu Inventaire pre 1940,i663-OUT-3031723,3034684,351198,9541-78-9443-3-000-0000,295795.63173160725,5041844.716571675,-73.6152522730405,45.5164634879468
2_104,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/850_avenue_Davaar_CAT_2.pdf?csf=1&web=1&e=D4FvhF,850,854,avenue,,Davaar,,850-854 avenue Davaar ,850-854,Non,,Retenu Inventaire pre 1940,i663-OUT-3031808,5129574,407493,9542-50-4703-2-001-0002,295551.1949426429,5042009.540895086,-73.6183840684508,45.517943441788
2_038,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/10_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=ndLgoK,10,10,avenue,de la,Brunante,,10-10 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035733,3039658,279511,9541-60-7780-8-000-0000,295675.8679916751,5041076.564122577,-73.6167709019683,45.5095497912949
2_040,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/12_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=HPRdHb,12,12,avenue,de la,Brunante,,12-12 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035735-001,3039660,279510,9541-60-9082-7-000-0000,295682.53391324857,5041072.214726941,-73.6166855106234,45.5095107408627
2_039,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/11_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=0caalB,11,11,avenue,de la,Brunante,,11-11 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035731,3039656,283448,9541-60-4428-7-000-0000,295653.5747298865,5041038.864774097,-73.6170555080045,45.5092102654158
2_041,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/15_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=PjiAYm,15,15,avenue,de la,Brunante,,15-15 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035737-001,3039662,279509,9541-60-5323-9-000-0000,295659.05875047174,5041035.50817529,-73.6169852613529,45.509180133289
2_042,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/16_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=c0Zh1p,16,16,avenue,de la,Brunante,,16-16 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035741-001,3039666,279507,9541-60-9876-2-000-0000,295693.5739480489,5041063.1378071075,-73.6165440517725,45.5094292073325
2_044,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/18_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=ltZLFs,18,18,avenue,de la,Brunante,,18-18 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035745,3039670,279505,9541-70-0771-3-000-0000,295700.05076546426,5041060.963109289,-73.6164611212715,45.5094097230665
2_043,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/17_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=2W3g2m,17,17,avenue,de la,Brunante,,17-17 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035739-001,3039664,279508,9541-60-6217-2-000-0000,295669.5675599716,5041028.44478856,-73.6168506389571,45.5091167117507
2_045,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/19_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=bO4W39,19,19,avenue,de la,Brunante,,19-19 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035743,3039668,279506,9541-60-7112-4-000-0000,295677.2735544146,5041024.000840845,-73.6167519357106,45.5090768241621
2_046,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/32_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=kZbdh7,32,32,avenue,de la,Brunante,,32-32 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035756-001,3039682,279500,9541-70-4445-0-000-0000,295739.5097486829,5041035.92956904,-73.6159556638389,45.5091849749459
2_047,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/35_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=1jrmFE,35,35,avenue,de la,Brunante,,35-35 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035758,3039684,342223,9540-79-1685-7-000-0000,295724.11921458895,5040994.317020504,-73.6161518605012,45.5088103283831
2_048,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/37_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=oYaAQd,37,37,avenue,de la,Brunante,,37-37 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035760,3039686,346858,9540-79-2378-8-000-0000,295729.0831987394,5040990.156729025,-73.616088255299,45.5087729569838
2_049,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/41_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=psMNex,41,41,avenue,de la,Brunante,,41-41 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035766,3039692,279497,9540-79-3374-6-000-0000,295741.7059012934,5040983.67991161,-73.6159265925096,45.5087148400268
2_050,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/43_avenue_de_la_Brunante_CAT_2.pdf?csf=1&web=1&e=jzIB0Q,43,43,avenue,de la,Brunante,,43-43 avenue de la Brunante ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3035770,3039696,279496,9540-79-4269-7-000-0000,295747.5294831671,5040980.265525316,-73.6158520003694,45.5086841916142
2_137,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/15_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=aHqI7e,15,17,avenue,de l',Épée,,15-17 avenue de l'Épée ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034596,3038041,125331,9741-18-8187-9-000-0000,297183.06963461,5041884.752198595,-73.5974942792309,45.5168402811931
2_138,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/17_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=LiS3xs,15,17,avenue,de l',Épée,,15-17 avenue de l'Épée ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3034596,3038041,125331,9741-18-8187-9-000-0000,297177.25468174805,5041889.0543181915,-73.5975687755659,45.5168789298181
2_139,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/133_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=K6gxRz,133,133,avenue,de l',Épée,,133-133 avenue de l'Épée ,,Non,appartements De l'Epée,Retenu Inventaire pre 1940,i663-OUT-3028221,5243529,1042174,9741-09-8349-4-001-0003,297081.947675897,5041945.194742403,-73.5987895578232,45.5173830550442
2_140,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/251_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=vovZQi,251,251,avenue,de l',Épée,,251-251 avenue de l'Épée ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3028254,3030799,277988,9642-90-4338-1-000-0000,296941.96332141734,5042034.840806658,-73.6005827645579,45.5181881619657
2_141,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/330_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=BkQGQC,330,330,avenue,de l',Épée,,330-330 avenue de l'Épée ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3028328,3030874,277963,9642-71-2620-4-000-0000,296728.4500171711,5042124.41742714,-73.6033172027297,45.5189917683243
2_142,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/372_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=g6GecL,372,372,avenue,de l',Épée,,372-372 avenue de l'Épée ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3028361,3030908,349232,9642-61-6167-3-000-0000,296661.58893783874,5042169.823314534,-73.6041737883766,45.5193995709369
2_143,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/620_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=OvfNfC,620,620,avenue,de l',Épée,,620-620 avenue de l'Épée ,,Non,appartements Trianon,Retenu Inventaire pre 1940,i663-OUT-3028371,3030920,434221,9642-33-2774-9-000-0000,296329.2195846065,5042377.868115365,-73.6084317912936,45.5212676795015
2_144,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/645_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=SqK8su,645,649,avenue,de l',Épée,,645-649 avenue de l'Épée ,645-649,Non,,Retenu Inventaire pre 1940,i663-OUT-3028367,5237987,1033385,9642-34-2333-2-001-0004,296320.1615077098,5042428.554053368,-73.6085486177223,45.5217236609597
2_146,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/651_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=F1txde,651,655,avenue,de l',Épée,,651-655 avenue de l'Épée ,651-655,Non,,Retenu Inventaire pre 1940,i663-OUT-3028369,5066523,395889,9642-34-1736-7-001-0003,296315.2447995989,5042432.525240689,-73.608611624105,45.5217593354067
2_147,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/657_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=RP5HjN,657,661,avenue,de l',Épée,,657-661 avenue de l'Épée ,657-661,Non,,Analyse en cours,i663-OUT-3028373,3030922,395888,9642-34-1139-4-000-0000,296308.1533936697,5042436.307323851,-73.6087024651216,45.5217932816999
2_148,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/663_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=PX0EI7,663,667,avenue,de l',Épée,,663-667 avenue de l'Épée ,663-667,Non,,Analyse en cours,i663-OUT-3028375,3030926,397467,9642-34-0543-8-000-0000,296302.8584772426,5042439.805750776,-73.6087703048466,45.5218246973719
2_145,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/650_avenue_de_l_Epee_CAT_2.pdf?csf=1&web=1&e=ripcOF,650,650,avenue,de l',Épée,,650-650 avenue de l'Épée ,650-652,Non,,Retenu Inventaire pre 1940,i663-OUT-3028379,3030937,277952,9642-23-9894-9-000-0000,296300.47165452957,5042399.504325205,-73.6088001590734,45.5214620205493
2_112,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/1740_avenue_Ducharme_CAT_2.pdf?csf=1&web=1&e=RkWeNp,1740,1740,avenue,,Ducharme,,1740-1740 avenue Ducharme ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3032159-001,3035152,283493,9541-38-7265-6-000-0000,295371.0449930114,5041862.600812812,-73.6206871437595,45.5166188049672
2_111,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/1475_avenue_Ducharme_CAT_2.pdf?csf=1&web=1&e=fnXisb,1495,1495,avenue,,Ducharme,,1495-1495 avenue Ducharme ,1475-1495,Non,,Post 1940,i663-OUT-3032053,3035025,468909,9542-52-7873-6-000-0000,295577.97859639145,5042259.843514275,-73.6180459498724,45.5201961160892
2_113,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/625_avenue_Dunlop_CAT_2.pdf?csf=1&web=1&e=kvwPhK,625,625,avenue,,Dunlop,,625-625 avenue Dunlop ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3032179,3035177,277616,9541-84-0875-3-000-0000,295816.65463793697,5041467.356847719,-73.6149762739351,45.5130681278072
2_114,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/717_avenue_Dunlop_CAT_2.pdf?csf=1&web=1&e=xMmP2p,717,717,avenue,,Dunlop,,717-717 avenue Dunlop ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3032211,3035209,277604,9541-65-3980-7-000-0000,295640.8439668202,5041578.403197979,-73.6172285139899,45.5140650797081
2_115,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/865_avenue_Dunlop_CAT_2.pdf?csf=1&web=1&e=XB4MAb,865,865,avenue,,Dunlop,,865-865 avenue Dunlop ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3032281-001,3035285,277576,9541-37-3178-7-000-0000,295328.6181062463,5041777.663639105,-73.6212285499091,45.5158539321949
2_116,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/867_avenue_Dunlop_CAT_2.pdf?csf=1&web=1&e=1VsgFP,867,867,avenue,,Dunlop,,867-867 avenue Dunlop ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3032282,3035286,342310,9541-37-2184-6-000-0000,295322.1885648705,5041781.256618109,-73.6213109138327,45.5158861758558
2_119,2,Bâtiment intéressant,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/5269_avenue_Durocher_CAT_2.pdf?csf=1&web=1&e=qIPm8w,5269,5269,avenue,,Durocher,,5269-5269 avenue Durocher ,,Non,,Retenu Inventaire pre 1940,i663-OUT-3029985,3032900,277931,9742-01-0675-5-000-0000,297003.20732556394,5042169.33644923,-73.5998009828221,45.5193990939963
