ID_FICHE,CAT_BISSON,TYPE_CAT_BISSON,ADRESSE,TYPE_VOIE,NOM_VOIE,NOM_INDICATIF,STATUT_INV_PRE_40_2025,DEMOLI,LIEN_FTP,LNG,LAT
1_156,1,Bâtiment remarquable,680-680 avenue Hartland,avenue,Hartland,maison Paul-E.-Roy,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/680_avenue_hartland_CAT_1.pdf,-73.6161375,45.5140366
1_162,1,Bâtiment remarquable,28-28 avenue Kelvin,avenue,Kelvin,maison Adolphe-Deschamps,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/28_avenue_kelvin_CAT_1.pdf,-73.6160504,45.5126168
1_163,1,Bâtiment remarquable,36-36 avenue Kelvin,avenue,Kelvin,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/36_avenue_kelvin_CAT_1.pdf,-73.6163011281881,45.5123388081674
1_164,1,Bâtiment remarquable,44-44 avenue Kelvin,avenue,Kelvin,maison Rodolphe-René-Tourville,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/44_avenue_kelvin_CAT_1.pdf,-73.6164168,45.5120589
1_165,1,Bâtiment remarquable,1276-1276 avenue Lajoie,avenue,Lajoie,école Lajoie et Saint Mary Magdalen,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1270_avenue_lajoie_CAT_1.pdf,-73.6107487128737,45.5203121
1_166,1,Bâtiment remarquable,1475-1475 avenue Lajoie,avenue,Lajoie,école Guy-Drummund,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1475_avenue_lajoie_CAT_1.pdf,-73.6133056953715,45.5181903039419
1_167,1,Bâtiment remarquable,1641-1641 avenue Lajoie,avenue,Lajoie,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1641_avenue_lajoie_CAT_1.pdf,-73.6152273,45.516024
1_168,1,Bâtiment remarquable,1645-1645 avenue Lajoie,avenue,Lajoie,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1645_avenue_lajoie_CAT_1.pdf,-73.6152807,45.5159667
1_169,1,Bâtiment remarquable,1771-1771 avenue Lajoie,avenue,Lajoie,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1771_avenue_lajoie_CAT_1.pdf,-73.6169117,45.5141353
1_170,1,Bâtiment remarquable,1810-1810 avenue Lajoie,avenue,Lajoie,maison Tancrède-Chartrand,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1810_avenue_lajoie_CAT_1.pdf,-73.6171709,45.5130879
1_171,1,Bâtiment remarquable,1175-1175 avenue Laurier,avenue,Laurier,église Saint-Viateur,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1175_avenue_laurier_CAT_1.pdf,-73.5989473828781,45.5169464341564
1_172,1,Bâtiment remarquable,12-12 avenue Maplewood,avenue,Maplewood,maison Louis-N.-Messier,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/12_avenue_maplewood_CAT_1.pdf,-73.5944324,45.5150191
1_173,1,Bâtiment remarquable,16-16 avenue Maplewood,avenue,Maplewood,maison Ernest-E.-Monette,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/16_avenue_maplewood_CAT_1.pdf,-73.5948172,45.5150641
1_175,1,Bâtiment remarquable,40-40 avenue Maplewood,avenue,Maplewood,maison Avila-Martel,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/40_avenue_maplewood_CAT_1.pdf,-73.5968486,45.5150796
1_176,1,Bâtiment remarquable,41-41 avenue Maplewood,avenue,Maplewood,maison Émile-Corbeil,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/41_avenue_maplewood_CAT_1.pdf,-73.596919,45.5156343
1_178,1,Bâtiment remarquable,47-47 avenue Maplewood,avenue,Maplewood,maison Jas.-H.-Maher,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/47_avenue_maplewood_CAT_1.pdf,-73.5976206,45.5155487
1_180,1,Bâtiment remarquable,69-69 avenue Maplewood,avenue,Maplewood,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/69_avenue_maplewood_CAT_1.pdf,-73.5992385,45.5153025
1_181,1,Bâtiment remarquable,70-70 avenue Maplewood,avenue,Maplewood,,Analyse en cours,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/70_avenue_maplewood_CAT_1.pdf,-73.5991025,45.5146677
1_182,1,Bâtiment remarquable,71-71 avenue Maplewood,avenue,Maplewood,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/71_avenue_maplewood_CAT_1.pdf,-73.5993671,45.5152881
1_183,1,Bâtiment remarquable,77-77 avenue Maplewood,avenue,Maplewood,maison Joseph-Cyrillus-Walsh,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/77_avenue_maplewood_CAT_1.pdf,-73.5997904,45.5150771
1_184,1,Bâtiment remarquable,105-105 avenue Maplewood,avenue,Maplewood,maison E.-J.-Chapleau,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/105_avenue_maplewood_CAT_1.pdf,-73.6011327,45.5143767
1_185,1,Bâtiment remarquable,153-153 avenue Maplewood,avenue,Maplewood,maison Sévère-Godin,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/153_avenue_maplewood_CAT_1.pdf,-73.6030741,45.51381
1_186,1,Bâtiment remarquable,156-156 avenue Maplewood,avenue,Maplewood,,Analyse en cours,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/156_avenue_maplewood_CAT_1.pdf,-73.6035541,45.5133765
1_187,1,Bâtiment remarquable,159-159 avenue Maplewood,avenue,Maplewood,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/159_avenue_maplewood_CAT_1.pdf,-73.6040338,45.5137482
1_188,1,Bâtiment remarquable,160-160 avenue Maplewood,avenue,Maplewood,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/160_avenue_maplewood_CAT_1.pdf,-73.6038777,45.5132839
1_189,1,Bâtiment remarquable,161-161 avenue Maplewood,avenue,Maplewood,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/161_avenue_maplewood_CAT_1.pdf,-73.6044269,45.5136435
1_190,1,Bâtiment remarquable,177-177 avenue Maplewood,avenue,Maplewood,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/177_avenue_maplewood_CAT_1.pdf,-73.6053474,45.5135081
1_191,1,Bâtiment remarquable,190-190 avenue Maplewood,avenue,Maplewood,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/190_avenue_maplewood_CAT_1.pdf,-73.6052236,45.5130311
1_192,1,Bâtiment remarquable,5-5 avenue McCulloch,avenue,McCulloch,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/5_avenue_mcculloch_CAT_1.pdf,-73.6008157,45.5152315
1_193,1,Bâtiment remarquable,7-7 avenue McCulloch,avenue,McCulloch,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/7_avenue_mcculloch_CAT_1.pdf,-73.600803,45.5150993
1_194,1,Bâtiment remarquable,221-221 avenue McDougall,avenue,McDougall,maison Louis-Tancrède-Bouthillier,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/221_avenue_mcdougall_CAT_1.pdf,-73.6010133,45.5163644
1_195,1,Bâtiment remarquable,223-223 avenue McDougall,avenue,McDougall,maison Louis-Tancrède-Bouthillier (agrandissement),Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/223_avenue_mcdougall_CAT_1.pdf,-73.6009255,45.5164461
1_196,1,Bâtiment remarquable,268-268 avenue McDougall,avenue,McDougall,maison Arthur-L.-Gravel,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/268_avenue_mcdougall_CAT_1.pdf,-73.6027251,45.5169051
1_197,1,Bâtiment remarquable,272-272 avenue McDougall,avenue,McDougall,maison H.-S.-Thomas,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/272_avenue_mcdougall_CAT_1.pdf,-73.6028984,45.5169819
1_198,1,Bâtiment remarquable,285-285 avenue McDougall,avenue,McDougall,maison Guidazio (section sud),Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/285_avenue_mcdougall_CAT_1.pdf,-73.6029422,45.51747
1_199,1,Bâtiment remarquable,287-287 avenue McDougall,avenue,McDougall,maison Guidazio (section nord),Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/287_avenue_mcdougall_CAT_1.pdf,-73.6030545,45.517515
1_200,1,Bâtiment remarquable,899-899 avenue McEachran,avenue,McEachran,synagogue Adath Israel (église Saint-Antoine-le-Grand),Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/899_avenue_mceachran_CAT_1.pdf,-73.6181924062021,45.5192451245475
1_201,1,Bâtiment remarquable,910-912 avenue McEachran,avenue,McEachran,édifice Gordon-Tarlton,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/910_14_avenue_mceachran_CAT_1.pdf,-73.6193689700683,45.5192874692095
1_202,1,Bâtiment remarquable,27-27 avenue McNider,avenue,McNider,maison Raoul-Aza-Girard,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/27_avenue_mcnider_CAT_1.pdf,-73.5934177,45.5161517
1_209,1,Bâtiment remarquable,39-39 avenue Nelson,avenue,Nelson,maison H.-Hanson,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/39_AVENUE_NELSON_CAT_1.PDF,-73.5932496,45.5169039
1_211,1,Bâtiment remarquable,201-201 avenue Outremont,avenue,Outremont,maison Alfred-Hector-Lapierre,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/201_avenue_outremont_CAT_1.pdf,-73.6018045,45.5160893
1_212,1,Bâtiment remarquable,275-275 avenue Outremont,avenue,Outremont,maison Jos.-Beaudry,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/275_avenue_outremont_CAT_1.pdf,-73.6034924,45.5168975
1_213,1,Bâtiment remarquable,300-300 avenue Outremont,avenue,Outremont,presbytère de la première église Saint-Viateur,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/300_avenue_outremont_CAT_1.pdf,-73.6046551,45.5168651
1_214,1,Bâtiment remarquable,541-543 avenue Outremont,avenue,Outremont,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/541_43_avenue_outremont_CAT_1.pdf,-73.6083484,45.5189746
1_215,1,Bâtiment remarquable,551-553 avenue Outremont,avenue,Outremont,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/551_553_avenue_outremont_CAT_1.pdf,-73.6084559,45.5190223
1_216,1,Bâtiment remarquable,555-557 avenue Outremont,avenue,Outremont,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/555_557_avenue_outremont_CAT_1.pdf,-73.6085411,45.5190618
1_217,1,Bâtiment remarquable,563-565 avenue Outremont,avenue,Outremont,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/563_565_avenue_outremont_CAT_1.pdf,-73.6086463,45.5191045
1_218,1,Bâtiment remarquable,567-569 avenue Outremont,avenue,Outremont,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/567_569_avenue_outremont_CAT_1.pdf,-73.6087262,45.5191408
1_219,1,Bâtiment remarquable,750-750 avenue Outremont,avenue,Outremont,presbytère Sainte-Madeleine,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/750_avenue_outremont_CAT_1.pdf,-73.6127966787693,45.5201104084543
1_221,1,Bâtiment remarquable,12-12 avenue Pagnuelo,avenue,Pagnuelo,maison Simon-Kirsh,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/12_avenue_pagnuelo_CAT_1.pdf,-73.6078192,45.5139136
1_222,1,Bâtiment remarquable,27-27 avenue Pagnuelo,avenue,Pagnuelo,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/27_avenue_pagnuelo_CAT_1.pdf,-73.6078683,45.5134094
1_223,1,Bâtiment remarquable,31-31 avenue Pagnuelo,avenue,Pagnuelo,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/31_avenue_pagnuelo_CAT_1.pdf,-73.60778,45.5133731
1_224,1,Bâtiment remarquable,66-66 avenue Pagnuelo,avenue,Pagnuelo,maison M.-Oberman,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/66_avenue_pagnuelo_CAT_1.pdf,-73.6066405,45.5134499
1_225,1,Bâtiment remarquable,125-125 avenue Pagnuelo,avenue,Pagnuelo,maison Augustin-Frigon,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/125_avenue_pagnelo_CAT_1.pdf,-73.6054723,45.5123596
1_226,1,Bâtiment remarquable,135-135 avenue Pagnuelo,avenue,Pagnuelo,maison de Madame Mildred-Grace,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/135_avenue_pagnuelo_CAT_1.pdf,-73.6052289,45.5122547
1_227,1,Bâtiment remarquable,140-140 avenue Pagnuelo,avenue,Pagnuelo,maison G.-Bélanger,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/140_avenue_pagnuelo_CAT_1.pdf,-73.6047732460025,45.5125311045364
1_228,1,Bâtiment remarquable,141-141 avenue Pagnuelo,avenue,Pagnuelo,maison Emile-Vaillancourt,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/141_avenue_pagnuelo_CAT_1.pdf,-73.6050524,45.5121128
1_229,1,Bâtiment remarquable,181-181 avenue Pagnuelo,avenue,Pagnuelo,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/181_avenue_pagnuelo_CAT_1.pdf,-73.6043879,45.5118559
1_230,1,Bâtiment remarquable,21-21 avenue Peronne,avenue,Peronne,maison William-Saint-Pierre,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/21_avenue_peronne_CAT_1.pdf,-73.6184032906,45.5114161
1_231,1,Bâtiment remarquable,808-808 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/808_avenue_pratt_CAT_1.pdf,-73.6208163,45.5142379
1_232,1,Bâtiment remarquable,810-810 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/810_avenue_pratt_CAT_1.pdf,-73.6209386,45.5142892
1_233,1,Bâtiment remarquable,814-814 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/814_avenue_pratt_CAT_1.pdf,-73.6211285,45.5143524
1_234,1,Bâtiment remarquable,816-816 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/816_avenue_pratt_CAT_1.pdf,-73.6212145,45.5143883
1_235,1,Bâtiment remarquable,822-822 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/822_avenue_pratt_CAT_1.pdf,-73.6213263,45.5144397
1_236,1,Bâtiment remarquable,824-824 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/824_avenue_pratt_CAT_1.pdf,-73.6213993,45.5144774
1_237,1,Bâtiment remarquable,828-828 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/828_avenue_pratt_CAT_1.pdf,-73.6215166,45.5145218
1_238,1,Bâtiment remarquable,830-830 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/830_avenue_pratt_CAT_1.pdf,-73.6215973,45.514563
1_239,1,Bâtiment remarquable,836-836 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/836_avenue_pratt_CAT_1.pdf,-73.6217404,45.5146348
1_241,1,Bâtiment remarquable,842-842 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/842_avenue_pratt_CAT_1.pdf,-73.6219592,45.5147255
1_242,1,Bâtiment remarquable,844-844 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/844_avenue_pratt_CAT_1.pdf,-73.6220449,45.5147614
1_243,1,Bâtiment remarquable,845-845 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/845_avenue_pratt_CAT_1.pdf,-73.6218032,45.5150956
1_244,1,Bâtiment remarquable,847-847 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/847_avenue_pratt_CAT_1.pdf,-73.6219204,45.5151495
1_245,1,Bâtiment remarquable,850-850 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/850_avenue_pratt_CAT_1.pdf,-73.6221727,45.5148213
1_247,1,Bâtiment remarquable,3-5 avenue Querbes,avenue,Querbes,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/3_5_avenue_querbes_CAT_1.pdf,-73.5969382,45.5173257
1_248,1,Bâtiment remarquable,7-9 avenue Querbes,avenue,Querbes,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/7_9_avenue_querbes_CAT_1.pdf,-73.5971027,45.5173918
1_249,1,Bâtiment remarquable,295-295 avenue Querbes,avenue,Querbes,maison de Madame L- F.-Cahan,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/295_avenue_querbes_CAT_1.pdf,-73.6020602,45.5195932
1_250,1,Bâtiment remarquable,385-385 avenue Querbes,avenue,Querbes,maison Georges-Vaillancourt,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/385_avenue_querbes_CAT_1.pdf,-73.6032391,45.5201115
1_251,1,Bâtiment remarquable,440-480 avenue Querbes,avenue,Querbes,maison provinciale des Clercs de Saint-Viateur,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/440_80_AVENUE_QUERBES_CAT_1.PDF,-73.6055256,45.5206276
1_252,1,Bâtiment remarquable,48-48 avenue Robert,avenue,Robert,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/48_avenue_robert_CAT_1.pdf,-73.6187117064672,45.51121405
1_253,1,Bâtiment remarquable,558-558 avenue Rockland,avenue,Rockland,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/558_avenue_rockland_CAT_1.pdf,-73.6128504005922,45.51437955
1_254,1,Bâtiment remarquable,560-560 avenue Rockland,avenue,Rockland,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/560_avenue_rockland_CAT_1.pdf,-73.6129219,45.5144524
1_255,1,Bâtiment remarquable,831-831 avenue Rockland,avenue,Rockland,édifice Bell Telephone Company (échangeur téléphonique Atlantic),Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/831_avenue_rockland_CAT_1.pdf,-73.6186636,45.5175518
1_256,1,Bâtiment remarquable,21-21 avenue Roskilde,avenue,Roskilde,maison Burton-W.-Saint-John,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/21_avenue_roskilde_CAT_1.pdf,-73.6004762,45.5136566
1_257,1,Bâtiment remarquable,28-28 avenue Roskilde,avenue,Roskilde,maison Hodge,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/28_avenue_roskilde_CAT_1.pdf,-73.6001936,45.5131686
1_258,1,Bâtiment remarquable,32-32 avenue Roskilde,avenue,Roskilde,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/32_avenue_roskilde_CAT_1.pdf,-73.6003194,45.5130327
1_259,1,Bâtiment remarquable,36-36 avenue Roskilde,avenue,Roskilde,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/36_avenue_roskilde_CAT_1.pdf,-73.6004188,45.5129222
1_260,1,Bâtiment remarquable,603-603 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/603_avenue_saint_germain_CAT_1.pdf,-73.6151455,45.5122122
1_261,1,Bâtiment remarquable,607-607 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/607_avenue_saint_germain_CAT_1.pdf,-73.6152505,45.5122524
1_262,1,Bâtiment remarquable,611-611 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/611_avenue_saint_germain_CAT_1.pdf,-73.6154416,45.5123378
1_263,1,Bâtiment remarquable,616-616 avenue Saint-Germain,avenue,Saint-Germain,maison Charles-Forest,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/616_avenue_saint_germain_CAT_1.pdf,-73.6157671,45.51209
1_264,1,Bâtiment remarquable,619-619 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/619_avenue_saint_germain_CAT_1.pdf,-73.6155182,45.5123781
1_265,1,Bâtiment remarquable,624-624 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/624_avenue_saint_germain_CAT_1.pdf,-73.6159316,45.5121766
1_266,1,Bâtiment remarquable,625-625 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/625_avenue_saint_germain_CAT_1.pdf,-73.615696,45.512451
1_267,1,Bâtiment remarquable,632-632 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/632_avenue_saint_germain_CAT_1.pdf,-73.6160302,45.5122145
1_268,1,Bâtiment remarquable,633-633 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/633_avenue_saint_germain_CAT_1.pdf,-73.6157756,45.5125092
1_269,1,Bâtiment remarquable,641-641 avenue Saint-Germain,avenue,Saint-Germain,maison Adolphe-Deschamps,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/641_avenue_saint_germain_CAT_1.pdf,-73.6159462,45.5125748
1_270,1,Bâtiment remarquable,644-644 avenue Saint-Germain,avenue,Saint-Germain,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/644_avenue_saint_germain_CAT_1.pdf,-73.6162029,45.5122956
1_274,1,Bâtiment remarquable,1375-1375 avenue Saint-Viateur,avenue,Saint-Viateur,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1375_avenue_saint_viateur_CAT_1.pdf,-73.607516,45.5165529
1_275,1,Bâtiment remarquable,63-63 avenue Springgrove,avenue,Springgrove,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/63_avenue_springgrove_CAT_1.pdf,-73.6033517,45.5149199
1_276,1,Bâtiment remarquable,65-65 avenue Springgrove,avenue,Springgrove,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/65_avenue_springgrove_CAT_1.pdf,-73.6034592,45.5149145
