ID_FICHE,CAT_BISSON,TYPE_CAT_BISSON,ADRESSE,TYPE_VOIE,NOM_VOIE,NOM_INDICATIF,STATUT_INV_PRE_40_2025,DEMOLI,LIEN_FTP,LNG,LAT
1_277,1,Bâtiment remarquable,189-189 avenue Springgrove,avenue,Springgrove,maison Henry-Nathanson,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/189_avenue_springgrove_CAT_1.pdf,-73.6068834,45.5137533
1_278,1,Bâtiment remarquable,323-323 avenue Stuart,avenue,Stuart,maison Olivier-Gratton,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/323_avenue_stuart_CAT_1.pdf,-73.606736,45.5159511
1_279,1,Bâtiment remarquable,620-620 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/620_avenue_stuart_CAT_1.pdf,-73.611757,45.5176836
1_280,1,Bâtiment remarquable,624-624 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/624_avenue_stuart_CAT_1.pdf,-73.6118158,45.5177129
1_281,1,Bâtiment remarquable,628-628 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/628_avenue_stuart_CAT_1.pdf,-73.611886,45.5177373
1_282,1,Bâtiment remarquable,632-632 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/632_avenue_stuart_CAT_1.pdf,-73.6119522,45.5177693
1_283,1,Bâtiment remarquable,636-636 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/636_avenue_stuart_CAT_1.pdf,-73.6120128,45.5178014
1_284,1,Bâtiment remarquable,640-640 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/640_avenue_stuart_CAT_1.pdf,-73.6120849,45.5178296
1_286,1,Bâtiment remarquable,650-650 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/650_avenue_stuart_CAT_1.pdf,-73.6122662,45.5179116
1_287,1,Bâtiment remarquable,654-654 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/654_avenue_stuart_CAT_1.pdf,-73.6123426,45.5179424
1_288,1,Bâtiment remarquable,658-658 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/658_avenue_stuart_CAT_1.pdf,-73.6124038,45.5179719
1_289,1,Bâtiment remarquable,662-662 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/662_avenue_stuart_CAT_1.pdf,-73.6124694,45.5179979
1_290,1,Bâtiment remarquable,668-668 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/666_avenue_stuart_CAT_1.pdf,-73.6125404,45.5180294
1_291,1,Bâtiment remarquable,670-670 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/670_avenue_Stuart_CAT_1.pdf,-73.6126003,45.5180595
1_292,1,Bâtiment remarquable,674-674 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/674_avenue_stuart_CAT_1.pdf,-73.6126681,45.5180896
1_293,1,Bâtiment remarquable,678-678 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/678_avenue_stuart_CAT_1.pdf,-73.6127341,45.518117
1_294,1,Bâtiment remarquable,682-682 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/682_avenue_stuart_CAT_1.pdf,-73.612799,45.5181554
1_295,1,Bâtiment remarquable,709-711 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/709_11_avenue_stuart_CAT_1.pdf,-73.6129737,45.518779
1_296,1,Bâtiment remarquable,715-717 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/715_17_avenue_stuart_CAT_1.pdf,-73.6130895,45.5188143
1_297,1,Bâtiment remarquable,721-723 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/721_23_avenue_stuart_CAT_1.pdf,-73.613278,45.5188695
1_298,1,Bâtiment remarquable,740-742 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/740_42_avenue_Stuart_CAT_1.pdf,-73.6141858,45.5188012
1_299,1,Bâtiment remarquable,744-746 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/744_46_avenue_stuart_CAT_1.pdf,-73.6142846,45.5188518
1_300,1,Bâtiment remarquable,750-752 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/750_52_avenue_stuart_CAT_1.pdf,-73.6144522,45.5189236
1_301,1,Bâtiment remarquable,754-756 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/754_56_avenue_stuart_CAT_1.pdf,-73.6145512,45.5189669
1_302,1,Bâtiment remarquable,762-764 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/762_avenue_stuart_CAT_1.pdf,-73.6147441,45.5190103
1_303,1,Bâtiment remarquable,770-772 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/770_72_avenue_stuart_CAT_1.pdf,-73.6149044,45.5191239
1_304,1,Bâtiment remarquable,774-776 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/774_76_avenue_stuart_CAT_1.pdf,-73.6149958,45.5191707
1_305,1,Bâtiment remarquable,780-782 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/780_82_avenue_stuart_CAT_1.pdf,-73.6151661,45.5192391
1_306,1,Bâtiment remarquable,784-786 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/784_86_avenue_stuart_CAT_1.pdf,-73.6152702,45.5192791
1_307,1,Bâtiment remarquable,1307-1307 avenue Van Horne,avenue,Van Horne,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1307_avenue_van_horne_CAT_1.pdf,-73.6145057,45.521252
1_308,1,Bâtiment remarquable,440-440 avenue Villeneuve,avenue,Villeneuve,maison Hanson,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/440_avenue_villeneuve_CAT_1.pdf,-73.5931521,45.5170019
1_309,1,Bâtiment remarquable,460-460 avenue Villeneuve,avenue,Villeneuve,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/460_avenue_villeneuve_CAT_1.pdf,-73.5934972,45.5166205
1_310,1,Bâtiment remarquable,464-464 avenue Villeneuve,avenue,Villeneuve,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/464_avenue_villeneuve_CAT_1.pdf,-73.5935283,45.5165437
1_313,1,Bâtiment remarquable,258-258 avenue Willowdale,avenue,Willowdale,appartements Willowcourt,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/258_avenue_willowdale_CAT_1.pdf,-73.6166191283993,45.50681415
1_314,1,Bâtiment remarquable,316-316 avenue Willowdale,avenue,Willowdale,appartements Anita,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/316_avenue_willowdale_CAT_1.pdf,-73.61694125,45.5064586
1_160,1,Bâtiment remarquable,5520-5522 rue Hutchison,rue,Hutchison,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/5520_22_rue_hutchison_CAT_1.pdf,-73.6026256,45.5211564
1_105,1,Bâtiment remarquable,740-780 boulevard Dollard,boulevard,Dollard,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/760_80_boul_dollard_CAT_1.pdf,-73.6149410397408,45.5181099727412
1_103,1,Bâtiment remarquable,649-649 boulevard Dollard,boulevard,Dollard,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/649_boul_dollard_CAT_1.pdf,-73.6124648,45.5176197
1_104,1,Bâtiment remarquable,675-677 boulevard Dollard,boulevard,Dollard,maison J.-S.-Cardinal,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/675_77_boul_dollard_CAT_1.pdf,-73.6129073,45.5178152
1_101,1,Bâtiment remarquable,625-625 boulevard Dollard,boulevard,Dollard,maison Fred-Trudeau,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/625_boul_dollard_CAT_1.pdf,-73.6120492,45.5174132
1_102,1,Bâtiment remarquable,645-645 boulevard Dollard,boulevard,Dollard,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/645_boul_dollard_CAT_1.pdf,-73.6123809,45.5175863
1_330,1,Bâtiment remarquable,760-762 avenue Wiseman,avenue,Wiseman,maison J.-A.-Dionne,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/760_62_avenue_wiseman_CAT_1.pdf,-73.6139621,45.5196489
1_331,1,Bâtiment remarquable,770-770 avenue Wiseman,avenue,Wiseman,maison l.-Sheiner,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/768_70_avenue_wiseman_CAT_1.pdf,-73.6142101,45.5197582
1_206,1,Bâtiment remarquable,1254-1254 boulevard du Mont-Royal,boulevard,Mont-Royal,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1254_boul_mont_royal_CAT_1.pdf,-73.6005563559049,45.5121027463592
1_207,1,Bâtiment remarquable,1420-1420 boulevard du Mont-Royal,boulevard,Mont-Royal,maison mère de la congrégation des Soeurs des Saints-Noms-de-Jésus-et-de-Marie,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1360_1430_boul_mont_royal_CAT_1.pdf,-73.6070772625264,45.511192545225
1_205,1,Bâtiment remarquable,1075-1079 boulevard du Mont-Royal,boulevard,Mont-Royal,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1075_79_boul_mont_royal_CAT_1.pdf,-73.5931806628244,45.5149463494897
1_174,1,Bâtiment remarquable,30-30 avenue Maplewood,avenue,Maplewood,,Analyse en cours,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/30_avenue_Maplewood_1139_boul_mont_royal_CAT_1.pdf?csf=1&web=1&e=UfFxrw,-73.5961149498772,45.5150404089511
1_203,1,Bâtiment remarquable,1025-1025 boulevard du Mont-Royal,boulevard,Mont-Royal,couvent des Soeurs de Marie-Réparatrice,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1025_boul_mont_royal_CAT_1.pdf,-73.5913849178594,45.5152718263464
1_204,1,Bâtiment remarquable,1069-1073 boulevard du Mont-Royal,boulevard,Mont-Royal,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1069_73_boul_mont_royal_CAT_1.pdf,-73.593023933818,45.5149419134795
1_320,1,Bâtiment remarquable,656-656 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/656_avenue_wiseman_CAT_1.pdf,-73.6116599,45.5186525
1_321,1,Bâtiment remarquable,660-660 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/660_avenue_wiseman_CAT_1.pdf,-73.6117544,45.5186947
1_318,1,Bâtiment remarquable,650-650 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/650_avenue_wiseman_CAT_1.pdf,-73.6115031,45.5185803
1_319,1,Bâtiment remarquable,652-652 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/652_avenue_wiseman_CAT_1.pdf,-73.6115841,45.5186244
1_316,1,Bâtiment remarquable,560-560 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/560_avenue_wiseman_CAT_1.pdf,-73.6096899,45.517792
1_317,1,Bâtiment remarquable,648-648 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/648_avenue_wiseman_CAT_1.pdf,-73.6114263,45.5185614
1_158,1,Bâtiment remarquable,5236-5246 rue Hutchison,rue,Hutchison,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/5236_46_rue_hutchison_CAT_1.pdf,-73.5991499819379,45.5196030616434
1_159,1,Bâtiment remarquable,5512-5512 rue Hutchison,rue,Hutchison,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/5512_14_rue_hutchison_CAT_1.pdf,-73.6025359,45.5211058
1_315,1,Bâtiment remarquable,408-408 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/408_avenue_wiseman_CAT_1.pdf,-73.607392,45.5166818
1_006,1,Bâtiment remarquable,20-20 chemin Bates,chemin,Bates,édifice Kraft Phoenix Cheese Company,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/20_Chemin_Bates_CAT_1.PDF,-73.6232946,45.5186245
1_328,1,Bâtiment remarquable,748-750 avenue Wiseman,avenue,Wiseman,maison de Madame P.-Paquette,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/748_50_avenue_wiseman_CAT_1.pdf,-73.6136003,45.5195178
1_107,1,Bâtiment remarquable,6-6 place Duchastel,place,Duchastel,,Analyse en cours,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/6_place_duchastel_CAT_1.pdf,-73.604282,45.5142495
1_329,1,Bâtiment remarquable,754-756 avenue Wiseman,avenue,Wiseman,maison Pierre-Paquet,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/754_56_avenue_wiseman_CAT_1.pdf,-73.6137768,45.5195725
1_272,1,Bâtiment remarquable,422-422 boulevard Saint-Joseph,boulevard,Saint-Joseph,église Saint Giles Presbyterian,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/422_boul_saint_joseph_CAT_1.pdf,-73.5953733,45.5173835
1_326,1,Bâtiment remarquable,738-740 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/738_40_avenue_wiseman_CAT_1.pdf,-73.6133413,45.5193735
1_273,1,Bâtiment remarquable,439-439 boulevard Saint-Joseph,boulevard,Saint-Joseph,maison W.-Duquette,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/439_boul_saint_joseph_CAT_1.pdf,-73.5967043365358,45.51684905
1_327,1,Bâtiment remarquable,742-744 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/742_44_avenue_wiseman_CAT_1.pdf,-73.6134686,45.519436
1_208,1,Bâtiment remarquable,1525-1575 boulevard du Mont-Royal,boulevard,Mont-Royal,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1525_75_boul_mont_royal_CAT_1.pdf,-73.6110303039209,45.5107323961594
1_324,1,Bâtiment remarquable,672-672 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/672_avenue_wiseman_CAT_1.pdf,-73.6119879,45.5188045
1_271,1,Bâtiment remarquable,420-420 boulevard Saint-Joseph,boulevard,Saint-Joseph,maison Samuel-Eidlow,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/420_boul_saint_joseph_CAT_1.pdf,-73.5951198,45.5177307
1_325,1,Bâtiment remarquable,676-676 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/676_avenue_wiseman_CAT_1.pdf,-73.6120875,45.5188463
1_322,1,Bâtiment remarquable,664-664 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/664_avenue_wiseman_CAT_1.pdf,-73.6118182,45.5187307
1_323,1,Bâtiment remarquable,668-668 avenue Wiseman,avenue,Wiseman,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/668_avenue_wiseman_CAT_1.pdf,-73.6119187,45.5187742
2_003,2,Bâtiment intéressant,400-400 avenue Atlantic,avenue,Atlantic,édifice Atlantic,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_2/400_avenue_Atlantic_CAT_2.pdf?csf=1&web=1&e=g20IfM,-73.616232731476,45.5272348259844
1_058,1,Bâtiment remarquable,420-420 avenue Champagneur,avenue,Champagneur,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/420_Avenue_Champagneur_CAT_1.pdf,-73.6062154228601,45.5184649601601
1_056,1,Bâtiment remarquable,25-25 avenue de la Brunante,avenue,Brunante,maison J.-Donat-Langelier,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/25_Avenue_de_la_Brunante_CAT_1.pdf,-73.6165335177013,45.508941248886
1_137,1,Bâtiment remarquable,135-139 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/135_Avenue_De_l_Epée_CAT_1.pdf,-73.598901309516,45.5174266147342
1_138,1,Bâtiment remarquable,141-145 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/141_Avenue_De_l_Epée_CAT_1.pdf,-73.5989740648571,45.5174678270337
1_139,1,Bâtiment remarquable,147-151 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/147_Avenue_De_l_Ep%C3%A9e_CAT_1.pdf?csf=1&web=1&e=eWEcwq,-73.5990647661148,45.5174992271161
1_140,1,Bâtiment remarquable,153-157 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/153_Avenue_De_l_Epée_CAT_1.pdf,-73.5991434568284,45.5175321730977
1_147,1,Bâtiment remarquable,255-255 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/255_Avenue_De_l_Epée_CAT_1.pdf,-73.6006966137662,45.5182325592687
1_148,1,Bâtiment remarquable,297-297 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/297_Avenue_De_l_Epée_CAT_1.pdf,-73.6022759929759,45.5189175453006
1_141,1,Bâtiment remarquable,178-178 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/178_Avenue_De_l_Epée_CAT_1.pdf,-73.5995351780283,45.5173329791641
1_142,1,Bâtiment remarquable,182-182 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/182_Avenue_De_l_Epée_CAT_1.pdf,-73.5996094948905,45.5173628575434
1_143,1,Bâtiment remarquable,186-186 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/186_Avenue_De_l_Epée_CAT_1.pdf,-73.5996860069151,45.5173988761449
1_144,1,Bâtiment remarquable,190-190 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/190_Avenue_De_l_Epée_CAT_1.pdf,-73.5997515829143,45.517426458739
1_145,1,Bâtiment remarquable,194-194 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/194_Avenue_De_l_Ep%C3%A9e_CAT_1.pdf?csf=1&web=1&e=ZPAMk9,-73.5998280856125,45.5174571028401
1_146,1,Bâtiment remarquable,196-196 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/196_Avenue_De_l_Epée_CAT_1.pdf,-73.5999122413938,45.5174923468361
1_149,1,Bâtiment remarquable,350-350 avenue de l'Épée,avenue,Épée,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/350_Avenue_De_l_Epée_CAT_1.pdf,-73.6037410672849,45.5191899352763
1_150,1,Bâtiment remarquable,716-716 avenue de l'Épée,avenue,Épée,appartements Roy,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/716_Avenue_De_l_Epée_CAT_1.pdf,-73.6103084563358,45.5221159068168
1_106,1,Bâtiment remarquable,1830-1830 avenue Ducharme,avenue,Ducharme,,Retenu Inventaire pre 1940,Non,,-73.6222694860293,45.5148612857831
1_116,1,Bâtiment remarquable,5230-5230 avenue Durocher,avenue,Durocher,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/5230_Avenue_Durocher_CAT_1.pdf,-73.5995439990928,45.518923631776
1_130,1,Bâtiment remarquable,20-20 avenue Elmwood,avenue,Elmwood,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/20_Avenue_Elmwood_CAT_1.pdf,-73.6024595491825,45.5186352964588
1_157,1,Bâtiment remarquable,815-815 avenue Hartland,avenue,Hartland,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/815_Avenue_Hartland_CAT_1.pdf,-73.6194249194373,45.5160337245622
1_179,1,Bâtiment remarquable,49-49 avenue Maplewood,avenue,Maplewood,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/49_Avenue_Maplewood_CAT_1.pdf,-73.5977073351728,45.5155269076538
1_210,1,Bâtiment remarquable,43-43 avenue Nelson,avenue,Nelson,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/43_Avenue_Nelson_CAT_1.pdf,-73.5936310872279,45.5170411258118
1_220,1,Bâtiment remarquable,760-760 avenue Outremont,avenue,Outremont,église Sainte-Madeleine,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/760_Avenue_Outremont_CAT_1.pdf,-73.6131080351032,45.5201384622997
1_240,1,Bâtiment remarquable,838-838 avenue Pratt,avenue,Pratt,,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/838_Avenue_Pratt_CAT_1.pdf,-73.6218239671357,45.5146743825561
1_246,1,Bâtiment remarquable,1080-1080 avenue Pratt,avenue,Pratt,,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/1080_Avenue_Pratt_CAT_1.pdf,-73.6257045631648,45.5164187760815
1_285,1,Bâtiment remarquable,644-644 avenue Stuart,avenue,Stuart,,Retenu Inventaire pre 1940,Non,,-73.6121484032108,45.5178609964136
1_312,1,Bâtiment remarquable,192-240 avenue Vincent-D'Indy,avenue,Vincent-D'Indy,faculté de musique de l'Université de Montréal,Post 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/220_Avenue_Vincent-d'Indy_CAT_1.pdf,-73.6091520960715,45.5090797983826
1_311,1,Bâtiment remarquable,14-28 avenue Vincent-D'Indy,avenue,Vincent-D'Indy,presbytère Saint-Germain,Retenu Inventaire pre 1940,Non,https://depot.ville.montreal.qc.ca/patrimoine/bisson/Fiches_CAT_1/28_Avenue_Vincent-d'Indy_CAT_1.pdf,-73.6139217438802,45.5112279803218
